ajo110	512	4	6	1719.97
ajo110	512	4	7	1910.05
ajo110	128	8	0	1305.74
ajo110	128	8	1	936.11
ajo110	128	8	2	863.82
ajo110	128	8	3	863.89
ajo110	128	8	4	783.46
ajo110	128	8	5	977.01
ajo110	128	8	6	735.71
ajo110	128	8	7	951.99
ajo110	256	16	0	1040.03
ajo110	256	16	1	863.87
ajo110	256	16	2	936.12
ajo110	256	16	3	959.84
ajo110	256	16	4	991.74
ajo110	256	16	5	1000.19
ajo110	256	16	6	767.17
ajo110	256	16	7	560.85
ajo110	64	4	0	927.78
ajo110	64	4	1	872.02
ajo110	64	4	2	1056.04
ajo110	64	4	3	839.92
ajo110	64	4	4	856.04
ajo110	64	4	5	1191.92
ajo110	64	4	6	871.89
ajo110	64	4	7	1416.13
ajo110	128	16	0	975.98
ajo110	128	16	1	687.69
ajo110	128	16	2	784.11
ajo110	128	16	3	720.34
ajo110	128	16	4	757.62
ajo110	128	16	5	841.97
ajo110	128	16	6	655.99
ajo110	128	16	7	815.99
ajo110	128	4	0	1872.05
ajo110	128	4	1	1127.70
ajo110	128	4	2	1128.13
ajo110	128	4	3	1384.21
ajo110	128	4	4	1143.69
ajo110	128	4	5	1175.79
ajo110	128	4	6	1936.06
ajo110	128	4	7	1056.15
ajo110	64	8	0	824.10
ajo110	64	8	1	784.08
ajo110	64	8	2	711.57
ajo110	64	8	3	775.57
ajo110	64	8	4	888.60
ajo110	64	8	5	760.13
ajo110	64	8	6	775.75
ajo110	64	8	7	1071.94
ajo110	128	32	0	888.14
ajo110	128	32	1	935.85
ajo110	128	32	2	783.94
ajo110	128	32	3	992.04
ajo110	128	32	4	559.91
ajo110	128	32	5	775.82
ajo110	128	32	6	632.28
ajo110	128	32	7	855.66
ajo110	512	8	0	1424.09
ajo110	512	8	1	957.99
ajo110	512	8	2	1049.98
ajo110	512	8	3	983.91
ajo110	512	8	4	880.06
ajo110	512	8	5	1503.95
ajo110	512	8	6	1151.99
ajo110	512	8	7	1407.92
ajo110	256	32	0	959.56
ajo110	256	32	1	568.38
ajo110	256	32	2	920.00
ajo110	256	32	3	871.83
ajo110	256	32	4	920.15
ajo110	256	32	5	768.18
ajo110	256	32	6	599.97
ajo110	256	32	7	871.90
ajo110	64	16	0	871.60
ajo110	64	16	1	776.05
ajo110	64	16	2	560.01
ajo110	64	16	3	615.94
ajo110	64	16	4	568.20
ajo110	64	16	5	487.86
ajo110	64	16	6	599.90
ajo110	64	16	7	600.20
ajo110	64	32	0	463.98
ajo110	64	32	1	455.86
ajo110	64	32	2	462.91
ajo110	64	32	3	456.90
ajo110	64	32	4	407.96
ajo110	64	32	5	480.22
ajo110	64	32	6	471.81
ajo110	64	32	7	447.83
ajo110	512	32	0	912.04
ajo110	512	32	1	719.92
ajo110	512	32	2	880.25
ajo110	512	32	3	1095.90
ajo110	512	32	4	672.18
ajo110	512	32	5	566.93
ajo110	512	32	6	832.77
ajo110	512	32	7	736.00
ajo110	256	4	0	1183.84
ajo110	256	4	1	1151.80
ajo110	256	4	2	1096.06
ajo110	256	4	3	1024.10
ajo110	256	4	4	1503.78
ajo110	256	4	5	1239.58
ajo110	256	4	6	1328.05
ajo110	256	4	7	1176.43
ajo110	512	16	0	1384.21
ajo110	512	16	1	1359.85
ajo110	512	16	2	1096.12
ajo110	512	16	3	591.79
ajo110	512	16	4	927.93
ajo110	512	16	5	719.75
ajo110	512	16	6	904.17
ajo110	512	16	7	1279.94
